EmployeeID,Gender,Age,BusinessTravel,Department,DistanceFromHomeKM,Education,EducationField,JobRole,Salary,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrentManager,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
5A0B-7F31,Male,26,Some Travel,Sales,24,3,Marketing,Sales Executive,85982,No,13-03-2015,Yes,5,1,1,0,28-01-2019,4,2,3,2,3,4,4,3
E4F4-11B9,Female,29,Some Travel,Sales,19,2,Marketing ,Sales Executive,122811,Yes,27-02-2012,Yes,2,1,1,1,28-01-2019,3,4,5,1,0,4,4,3
B303-8962,Female,39,Some Travel,Sales,15,3,Marketing ,Sales Executive,136970,No,28-07-2013,No,9,4,8,2,28-01-2019,3,5,3,3,1,3,4,4
98EE-8547,Male,31,Some Travel,Technology,44,3,Information Systems,Analytics Manager,531629,Yes,06-01-2020,Yes,1,0,1,1,29-01-2019,4,3,2,3,0,5,3,2
041A-31B0,Female,34,Some Travel,Technology,41,3,Computer Science,Software Engineer,50386,No,20-05-2012,No,10,8,9,10,29-01-2019,2,2,4,3,1,2,3,2
8AAD-FAFB,Female,24,Some Travel,Sales,3,3,Marketing,Sales Executive,130774,Yes,15-08-2016,Yes,4,3,3,4,24-01-2013,4,2,3,3,0,2,3,3
95D7-1CE9,Male,43,Some Travel,Human Resources,29,4,Marketing ,HR Business Partner,309964,No,04-01-2012,No,10,6,10,8,09-04-2014,5,2,3,1,0,2,4,4
257B-8130,Male,26,Some Travel,Technology,41,3,Computer Science,Senior Software Engineer,47676,No,20-07-2015,No,7,4,6,1,29-01-2019,3,3,2,1,0,3,3,2
7279-6591,Male,41,Some Travel,Sales,25,3,Marketing ,Sales Executive,231843,Yes,01-06-2017,Yes,1,1,1,0,30-01-2019,1,2,4,1,2,3,4,3
EEFC-DEC7,Male,44,Some Travel,Technology,4,4,Other,Data Scientist,85523,Yes,18-08-2014,Yes,8,0,4,1,30-01-2019,1,1,3,1,1,3,5,5
2E7B-43F0,Male,26,Some Travel,Technology,31,2,Computer Science,Engineering Manager,148211,Yes,11-02-2015,No,7,1,6,0,30-01-2019,3,3,3,1,2,3,4,4
4F22-FF67,Male,24,Some Travel,Technology,24,3,Computer Science,Software Engineer,28156,Yes,18-11-2016,No,6,6,6,5,30-01-2019,3,1,3,3,0,3,3,2
1180-BEC9,Male,43,Some Travel,Technology,17,3,Computer Science,Software Engineer,50946,Yes,15-03-2014,Yes,8,6,7,3,31-01-2019,2,1,1,1,2,1,5,4
EE04-1533,Female,47,Frequent Traveller,Sales,19,3,Technical Degree,Sales Representative,46684,No,12-01-2013,No,9,4,9,3,31-01-2019,4,3,4,1,2,4,5,4
B50B-5A18,Female,40,Frequent Traveller,Technology,27,4,Computer Science,Software Engineer,42333,No,19-02-2012,No,10,4,5,5,01-02-2019,4,2,4,3,0,2,5,5
E099-3FCC,Male,28,Some Travel,Technology,15,3,Computer Science,Data Scientist,83951,No,12-02-2015,No,7,3,6,5,01-02-2019,4,3,4,3,3,4,4,3
8CF6-3079,Female,27,Some Travel,Technology,1,4,Computer Science,Data Scientist,40050,Yes,16-07-2013,Yes,1,0,0,0,02-02-2019,3,5,2,1,0,4,4,4
B013-7D0C,Female,28,Some Travel,Technology,24,3,Information Systems,Data Scientist,46313,Yes,30-08-2013,Yes,1,1,1,0,10-04-2014,3,4,5,2,3,4,4,3
D7EE-56FC,Female,39,Frequent Traveller,Sales,17,2,Technical Degree,Sales Executive,107863,Yes,19-01-2012,Yes,8,8,8,5,02-02-2019,3,5,5,1,1,4,4,3
1F12-DDDA,Male,32,No Travel ,Technology,12,4,Information Systems,Software Engineer,111294,No,19-07-2013,No,9,2,9,4,02-02-2019,3,5,3,3,2,5,5,5
9658-7750,Female,37,Some Travel,Technology,40,4,Information Systems,Data Scientist,49550,No,11-07-2014,No,8,2,8,6,02-02-2019,5,5,4,3,3,3,4,3
B0C3-E578,Female,32,Frequent Traveller,Technology,14,1,Computer Science,Machine Learning Engineer,97595,No,20-04-2014,No,8,0,0,1,02-02-2019,4,5,4,3,2,5,5,5
62A3-DEA7,Male,25,Some Travel,Technology,8,1,Information Systems,Software Engineer,30931,Yes,13-08-2015,Yes,1,0,0,1,03-02-2019,3,2,4,3,3,3,5,5
586E-5C14,Male,40,Some Travel,Technology,9,1,Computer Science,Software Engineer,58551,No,27-02-2012,No,10,6,7,3,03-02-2019,5,5,5,2,0,3,3,2
8EE9-E86D,Male,46,Some Travel,Human Resources,45,3,Human Resources,Recruiter,48740,Yes,20-05-2012,Yes,10,8,9,6,04-02-2019,3,4,3,1,1,3,4,3
F3CD-9B5B,Male,29,Some Travel,Sales,12,2,Marketing ,Sales Representative,97794,No,30-05-2013,Yes,2,0,1,0,04-02-2019,3,3,4,1,1,2,4,4
AD0D-E79F,Male,22,Some Travel,Sales,16,2,Marketing,Sales Executive,53220,Yes,28-11-2021,Yes,0,0,0,0,04-02-2019,4,5,2,1,0,5,4,4
D8B3-30D2,Female,22,Some Travel,Technology,40,1,Business Studies,Data Scientist,53080,Yes,24-12-2019,Yes,2,0,1,0,04-02-2019,5,4,3,1,2,2,5,4
531D-788E,Male,21,Frequent Traveller,Technology,16,2,Computer Science,Data Scientist,42569,No,13-04-2022,Yes,0,0,0,0,10-04-2014,5,3,4,1,0,5,5,5
B975-943A,Male,40,No Travel ,Technology,28,3,Information Systems,Software Engineer,46285,No,23-10-2014,No,8,8,8,3,04-02-2019,5,4,4,1,1,5,4,3
C250-AF15,Male,25,Some Travel,Technology,13,5,Computer Science,Engineering Manager,178337,No,16-07-2015,No,7,1,7,2,04-02-2019,4,3,4,2,0,2,4,4
B122-D3D2,Female,26,Some Travel,Technology,21,2,Other,Data Scientist,89366,No,30-01-2017,No,5,5,5,0,04-02-2019,3,2,5,2,1,3,4,4
151D-1FF2,Female,34,Frequent Traveller,Sales,15,2,Marketing ,Sales Executive,173246,Yes,20-02-2012,Yes,9,4,7,7,05-02-2019,4,2,2,2,2,4,4,4
5476-CA0D,Female,31,Frequent Traveller,Technology,4,2,Information Systems,Data Scientist,69747,No,12-01-2012,Yes,6,5,5,1,05-02-2019,3,5,4,2,2,5,3,2
D696-9D82,Male,38,Some Travel,Technology,39,3,Computer Science,Data Scientist,65416,No,25-03-2012,No,10,5,10,7,05-02-2019,3,5,3,2,2,4,5,5
1453-D3D8,Non-Binary,27,Some Travel,Technology,4,3,Computer Science,Machine Learning Engineer,60967,No,14-08-2015,No,7,7,7,0,06-02-2019,4,3,3,3,2,3,3,3
F1A8-7140,Male,24,Some Travel,Technology,7,3,Other,Machine Learning Engineer,121470,No,31-10-2019,No,3,2,2,3,06-02-2019,5,5,5,2,2,5,3,2
C96F-0F3B,Female,41,Some Travel,Sales,16,1,Marketing ,Sales Representative,48147,No,01-03-2012,No,10,8,10,5,08-02-2019,3,2,5,2,1,2,4,4
EE39-C8F2,Female,47,Some Travel,Technology,17,2,Computer Science,Software Engineer,46514,No,12-02-2012,No,10,9,9,2,08-02-2019,5,5,3,3,2,3,5,4
7BD4-7BFB,Male,27,Some Travel,Technology,19,4,Computer Science,Software Engineer,25276,No,22-01-2015,No,7,6,7,1,11-04-2014,3,2,4,2,2,4,5,4
DF63-0D3C,Female,28,Frequent Traveller,Technology,27,2,Information Systems,Analytics Manager,546549,No,18-11-2014,No,8,8,8,2,08-02-2019,4,2,5,2,1,4,5,5
B995-E5CE,Non-Binary,27,Some Travel,Technology,2,4,Computer Science,Data Scientist,39198,No,10-10-2015,No,7,6,7,4,08-02-2019,4,5,3,2,1,3,4,3
9DFE-1FD5,Male,42,Some Travel,Human Resources,4,3,Human Resources,HR Manager,463051,No,01-03-2012,No,10,0,10,7,09-02-2019,4,2,3,2,0,2,3,2
0D1B-DEC2,Non-Binary,24,Some Travel,Technology,23,3,Computer Science,Data Scientist,100586,No,23-04-2017,Yes,4,4,4,4,10-02-2019,4,4,2,1,0,2,4,4
B407-ABCA,Male,26,Some Travel,Sales,2,4,Economics,Sales Executive,60087,Yes,08-11-2016,Yes,4,0,0,3,10-02-2019,3,3,3,3,2,3,3,3
5818-560C,Female,30,Some Travel,Technology,26,1,Computer Science,Senior Software Engineer,159438,No,22-05-2013,No,9,4,4,7,10-02-2019,5,2,2,2,3,3,4,4
DB6C-3B2F,Female,19,Some Travel,Technology,43,3,Information Systems,Data Scientist,49006,No,18-07-2022,Yes,0,0,0,0,11-02-2019,4,4,4,2,2,4,5,5
8ED3-4377,Male,30,Some Travel,Technology,33,3,Computer Science,Software Engineer,78743,No,09-04-2013,No,9,2,7,4,11-02-2019,4,5,3,1,3,4,3,2
279C-7342,Non-Binary,29,Frequent Traveller,Sales,31,4,Marketing,Sales Executive,100925,Yes,08-08-2013,Yes,3,1,1,1,12-02-2019,3,5,4,1,1,3,4,4
83FD-F920,Male,25,Some Travel,Technology,41,1,Computer Science,Data Scientist,28137,Yes,10-01-2016,Yes,4,3,3,1,12-02-2019,3,5,5,1,3,3,4,4
152E-8DB1,Female,31,Some Travel,Technology,14,1,Other,Software Engineer,63482,No,23-04-2012,Yes,1,0,1,1,12-04-2014,4,2,4,2,2,3,5,4
B2D6-A355,Male,38,Some Travel,Technology,4,4,Other,Analytics Manager,361616,Yes,25-06-2014,No,8,1,6,5,12-02-2019,5,2,3,2,2,2,4,3
626A-9377,Female,27,No Travel ,Technology,19,2,Business Studies,Senior Software Engineer,89785,No,19-12-2015,Yes,0,0,0,0,13-02-2019,5,2,4,1,2,3,4,3
0CF8-1EBD,Female,28,Frequent Traveller,Technology,38,4,Computer Science,Data Scientist,87704,No,28-03-2015,No,7,1,3,6,13-02-2019,3,5,4,3,1,5,3,2
388D-DB68,Female,27,Some Travel,Human Resources,40,3,Human Resources,Recruiter,34320,No,07-06-2015,No,7,5,6,5,13-02-2019,5,4,4,3,2,4,5,4
0DBC-596E,Non-Binary,44,Some Travel,Technology,14,2,Computer Science,Data Scientist,92634,Yes,06-04-2013,No,9,8,9,9,14-02-2019,3,5,2,1,0,2,5,4
55B1-3712,Female,26,Some Travel,Technology,36,4,Information Systems,Data Scientist,22162,Yes,15-10-2016,No,6,4,5,6,14-02-2019,4,3,3,3,0,3,4,3
5A04-0EB4,Female,27,Frequent Traveller,Sales,43,3,Marketing,Sales Representative,24583,Yes,16-08-2014,Yes,7,0,1,6,15-02-2019,5,3,2,1,2,3,5,4
111D-E5EF,Non-Binary,37,Some Travel,Technology,3,3,Computer Science,Software Engineer,48395,No,15-01-2012,No,10,2,2,4,15-02-2019,3,5,4,3,0,5,5,5
97F4-0B14,Male,33,Some Travel,Technology,4,4,Other,Senior Software Engineer,97126,No,15-01-2012,No,10,8,10,2,15-02-2019,4,5,2,3,2,5,5,5
3261-373A,Female,26,Frequent Traveller,Technology,5,3,Computer Science,Senior Software Engineer,99203,Yes,28-12-2016,No,6,3,3,4,16-02-2019,5,5,5,1,1,4,4,4
1A7C-19DB,Female,39,Some Travel,Technology,42,4,Computer Science,Engineering Manager,539998,Yes,22-11-2020,Yes,1,0,0,0,12-04-2014,4,3,4,3,1,2,4,3
5021-95FC,Male,29,Some Travel,Sales,44,3,Marketing,Manager,377203,Yes,16-07-2013,Yes,5,4,4,0,17-02-2019,3,3,4,3,2,5,3,2
B97B-73D7,Female,29,Frequent Traveller,Sales,18,3,Marketing,Sales Executive,177402,No,10-07-2014,Yes,6,3,5,3,17-02-2019,3,4,5,1,0,5,3,3
D351-C7E4,Female,42,Some Travel,Technology,9,2,Information Systems,Data Scientist,73577,No,23-01-2013,No,9,9,9,6,17-02-2019,3,2,2,3,3,3,3,2
EEA0-C109,Male,26,Some Travel,Sales,3,1,Marketing ,Sales Executive,56892,No,29-09-2015,No,7,1,3,3,17-02-2019,5,2,4,1,1,4,3,3
3C7D-86ED,Female,40,Some Travel,Sales,3,2,Other,Sales Executive,104426,No,11-01-2012,No,10,3,4,6,18-02-2019,3,5,5,3,2,5,3,3
2219-56CA,Non-Binary,28,Some Travel,Sales,38,3,Marketing,Sales Executive,185380,No,21-09-2015,Yes,5,2,5,3,20-02-2019,3,3,2,3,0,3,4,4
8FB2-4CE0,Male,27,Some Travel,Technology,14,4,Computer Science,Data Scientist,37545,No,06-12-2016,Yes,2,1,1,1,20-02-2019,4,5,2,3,0,2,5,4
B437-FCF8,Female,26,Some Travel,Technology,23,2,Information Systems,Analytics Manager,221954,No,08-03-2017,No,5,0,3,1,20-02-2019,3,4,5,3,1,3,4,3
5237-1B85,Female,28,Some Travel,Technology,9,4,Computer Science,Software Engineer,43578,Yes,27-04-2012,Yes,5,3,5,5,21-02-2019,5,5,2,2,3,2,3,3
F968-671C,Male,27,Frequent Traveller,Sales,16,3,Technical Degree,Sales Executive,50559,No,14-04-2015,Yes,6,0,5,5,21-02-2019,5,5,3,1,2,3,3,3
489B-14EC,Female,21,Some Travel,Technology,15,2,Computer Science,Machine Learning Engineer,62882,Yes,09-01-2021,Yes,0,0,0,0,12-04-2014,5,2,5,3,1,5,5,5
F997-FE6C,Female,40,Some Travel,Technology,17,1,Information Systems,Software Engineer,41601,No,08-03-2013,No,9,8,9,8,21-02-2019,3,3,3,3,2,4,4,4
CED0-8D31,Female,36,Some Travel,Technology,43,3,Computer Science,Analytics Manager,454993,No,24-06-2014,No,8,3,4,0,21-02-2019,4,3,2,3,0,3,4,3
5B08-EF96,Female,36,No Travel ,Technology,28,4,Other,Data Scientist,77136,No,28-05-2012,No,10,10,10,10,22-02-2019,3,5,2,3,0,3,3,2
E348-E12B,Male,36,No Travel ,Technology,36,2,Information Systems,Software Engineer,61298,Yes,19-01-2012,No,10,3,9,3,22-02-2019,5,2,2,3,1,3,5,5
8ACE-C5CE,Female,43,Some Travel,Sales,38,2,Marketing,Sales Executive,121510,No,18-08-2013,No,9,8,8,5,22-02-2019,4,2,5,2,0,5,5,4
C6A8-4E8A,Male,29,Some Travel,Technology,8,2,Computer Science,Machine Learning Engineer,119083,No,25-04-2014,No,8,3,6,4,22-02-2019,3,5,4,3,1,4,5,5
C900-9EF9,Non-Binary,30,Some Travel,Sales,11,1,Marketing,Sales Executive,127014,No,26-12-2014,No,8,4,8,0,22-02-2019,4,3,2,2,2,3,3,3
0F53-9877,Female,24,Some Travel,Technology,5,4,Computer Science,Data Scientist,100576,No,16-12-2019,No,3,0,0,0,22-02-2019,4,4,3,3,0,5,3,2
63DA-AA21,Female,43,Some Travel,Technology,35,3,Computer Science,Engineering Manager,436813,No,07-03-2012,No,10,8,9,7,23-02-2019,3,2,4,2,0,4,5,5
3120-B11F,Male,28,Frequent Traveller,Technology,7,4,Business Studies,Senior Software Engineer,140538,No,21-01-2015,No,7,3,5,0,24-02-2019,5,5,4,3,1,4,4,4
52CC-3E9E,Male,30,Frequent Traveller,Technology,13,4,Computer Science,Software Engineer,40321,Yes,26-08-2013,Yes,5,0,0,3,13-04-2014,5,5,4,2,1,5,5,4
C016-FA12,Female,25,Some Travel,Sales,22,1,Marketing,Sales Representative,32894,No,14-05-2018,Yes,2,2,2,1,25-02-2019,4,2,5,2,0,2,5,5
7816-BF57,Male,37,Some Travel,Sales,22,4,Marketing,Sales Executive,92483,Yes,23-06-2014,No,8,5,5,3,25-02-2019,4,3,5,1,0,5,4,3
3560-C117,Female,28,Frequent Traveller,Technology,4,3,Computer Science,Data Scientist,65659,Yes,09-05-2012,Yes,2,0,0,0,26-02-2019,4,5,3,1,0,4,3,2
1914-B934,Female,22,Frequent Traveller,Sales,19,3,Marketing ,Sales Representative,22122,Yes,26-10-2018,Yes,3,2,2,1,26-02-2019,3,2,4,2,0,5,4,3
596B-33F4,Male,26,Some Travel,Technology,2,3,Computer Science,Data Scientist,30207,Yes,01-09-2016,Yes,5,1,3,0,27-02-2019,4,2,4,2,0,3,3,3
E7A6-33A3,Female,38,Some Travel,Technology,39,4,Information Systems,Data Scientist,83590,No,23-02-2012,No,10,2,3,9,27-02-2019,3,5,3,2,1,5,4,3
00D4-DD53,Female,30,Frequent Traveller,Technology,44,1,Computer Science,Software Engineer,68508,Yes,28-01-2012,Yes,5,4,4,4,28-02-2019,3,2,5,2,0,5,3,3
7749-B277,Male,24,Some Travel,Human Resources,1,5,Human Resources,HR Executive,44634,No,25-04-2017,Yes,4,3,3,2,28-02-2019,3,2,2,3,0,4,5,5
7823-0217,Non-Binary,25,Frequent Traveller,Sales,43,4,Marketing,Sales Executive,81889,Yes,02-11-2018,Yes,0,0,0,0,28-02-2019,3,2,2,1,0,2,4,3
6E7B-D50D,Female,38,Some Travel,Technology,12,1,Other,Senior Software Engineer,253077,No,15-06-2013,No,9,3,3,8,28-02-2019,5,2,4,3,0,2,3,2
C5C2-985F,Male,29,Some Travel,Sales,3,3,Other,Sales Representative,46465,Yes,16-05-2014,Yes,4,3,3,3,14-04-2014,4,2,5,1,0,2,5,4
17AD-99F5,Female,26,Some Travel,Technology,37,3,Computer Science,Software Engineer,26296,Yes,01-08-2014,Yes,5,2,2,2,01-03-2019,3,2,3,2,1,5,3,3
CC8A-0B1F,Female,28,Some Travel,Technology,23,2,Business Studies,Data Scientist,65328,No,27-06-2014,Yes,5,4,4,0,01-03-2019,4,2,5,2,1,5,4,3
DE22-FB63,Female,22,Some Travel,Technology,2,1,Information Systems,Software Engineer,24422,No,11-02-2019,Yes,1,0,0,1,01-03-2019,3,4,2,2,1,5,5,5
A366-C17A,Male,42,Some Travel,Technology,34,4,Business Studies,Machine Learning Engineer,126463,No,04-04-2012,No,10,0,1,8,01-03-2019,5,3,3,2,3,4,5,4
6EDB-94B7,Male,25,Some Travel,Technology,6,3,Computer Science,Engineering Manager,195911,No,09-07-2015,No,7,0,3,4,01-03-2019,4,4,2,3,0,2,4,3
93B1-6510,Male,28,No Travel ,Technology,30,3,Computer Science,Data Scientist,52930,No,23-02-2015,No,7,1,4,2,01-03-2019,5,2,4,2,0,3,4,4
EACC-D1F6,Male,25,Some Travel,Technology,20,3,Computer Science,Data Scientist,27673,Yes,05-05-2017,Yes,3,2,3,1,02-03-2019,5,3,5,1,1,4,3,3
21B3-8491,Male,42,Some Travel,Technology,37,4,Computer Science,Analytics Manager,244114,No,28-05-2013,No,9,6,7,0,02-03-2019,5,4,5,1,3,2,5,4
ABB5-0B95,Non-Binary,28,No Travel ,Technology,26,5,Computer Science,Data Scientist,112175,No,30-09-2015,No,7,1,3,4,02-03-2019,3,3,5,2,2,3,4,3
C57E-6E4F,Male,24,No Travel ,Technology,35,3,Computer Science,Data Scientist,32502,Yes,06-02-2018,Yes,1,1,1,0,03-03-2019,4,3,2,2,2,4,3,3
CDFB-6A08,Male,26,Some Travel,Technology,8,4,Other,Software Engineer,22918,Yes,01-05-2016,Yes,0,0,0,0,14-04-2014,5,4,4,3,1,5,3,3
CC2F-670E,Male,29,Frequent Traveller,Technology,26,3,Computer Science,Data Scientist,78541,Yes,23-02-2013,Yes,6,5,5,2,03-03-2019,4,3,3,3,1,2,3,3
FD0B-7B0A,Female,27,Some Travel,Sales,21,1,Marketing,Sales Representative,22648,Yes,12-01-2016,Yes,1,0,0,0,03-03-2019,4,5,2,1,2,5,4,3
0322-D46B,Male,32,Some Travel,Sales,39,4,Marketing ,Sales Executive,105748,No,28-03-2012,No,10,0,1,8,03-03-2019,3,3,2,3,0,3,5,5
06B9-B79D,Female,21,Some Travel,Sales,36,3,Marketing,Sales Executive,76057,No,12-12-2020,Yes,1,0,0,0,04-03-2019,4,3,2,3,0,3,4,4
1054-9C3B,Female,30,Some Travel,Technology,1,4,Other,Data Scientist,40285,Yes,21-03-2013,Yes,1,1,1,0,05-03-2019,3,2,2,3,0,4,5,5
155B-42BE,Female,25,Some Travel,Sales,38,2,Marketing ,Sales Executive,57018,No,21-02-2015,Yes,1,0,0,0,05-03-2019,5,2,2,1,0,2,4,4
5222-EBE1,Male,30,Some Travel,Technology,14,4,Computer Science,Machine Learning Engineer,194823,No,01-04-2012,No,10,4,9,8,05-03-2019,5,5,4,1,2,2,4,4
B1EC-849B,Female,28,Some Travel,Sales,1,4,Marketing ,Sales Executive,87039,No,13-05-2012,No,10,3,5,4,05-03-2019,3,5,5,1,2,5,4,3
468A-E249,Female,26,Some Travel,Technology,22,3,Business Studies,Engineering Manager,206137,No,27-06-2015,No,7,1,1,5,05-03-2019,5,5,5,1,1,4,5,4
8567-5B27,Female,28,Frequent Traveller,Sales,32,1,Technical Degree,Sales Representative,53439,Yes,27-04-2012,Yes,3,0,0,1,06-03-2019,3,5,4,1,0,3,5,5
45D7-5C8A,Male,26,Some Travel,Sales,45,3,Technical Degree,Sales Representative,20650,No,10-05-2014,Yes,2,0,0,1,25-01-2013,5,3,5,3,0,4,5,5
EE91-1A9C,Male,25,Some Travel,Technology,22,3,Information Systems,Data Scientist,21350,Yes,27-10-2016,Yes,5,3,3,2,15-04-2014,3,5,3,1,0,4,5,5
D970-9F5E,Female,29,Some Travel,Technology,36,3,Computer Science,Data Scientist,46813,No,29-05-2014,Yes,6,1,1,1,06-03-2019,4,5,5,3,0,3,4,3
EAB1-2EB2,Female,21,Some Travel,Technology,8,3,Business Studies,Data Scientist,36534,No,24-05-2019,Yes,0,0,0,0,06-03-2019,4,4,5,2,1,3,3,3
ACD5-5FA2,Female,28,Some Travel,Sales,17,3,Technical Degree,Sales Representative,70787,Yes,26-11-2015,No,7,2,5,5,06-03-2019,3,3,5,1,0,2,5,5
E7F5-0AD1,Male,24,Some Travel,Technology,16,1,Computer Science,Machine Learning Engineer,55814,No,21-03-2017,No,5,3,4,3,06-03-2019,3,2,2,3,0,5,3,2
3044-EB49,Male,23,Some Travel,Sales,44,2,Economics,Sales Executive,100314,Yes,25-09-2019,No,3,2,3,3,06-03-2019,5,2,2,1,1,3,5,4
7EE7-2C43,Female,29,Some Travel,Technology,9,4,Computer Science,Data Scientist,48321,Yes,26-10-2013,Yes,7,2,3,2,07-03-2019,3,5,3,3,3,4,3,3
D954-6402,Male,25,Some Travel,Sales,14,3,Marketing ,Sales Executive,123307,Yes,23-12-2015,Yes,7,2,3,1,07-03-2019,4,3,5,2,1,2,4,3
73CF-4956,Female,32,Some Travel,Technology,42,4,Computer Science,Data Scientist,102022,No,12-01-2012,No,10,4,5,8,07-03-2019,4,5,2,3,0,3,5,4
E3B6-49F8,Male,20,Some Travel,Technology,23,3,Business Studies,Software Engineer,33632,No,28-09-2022,Yes,0,0,0,0,07-03-2019,5,5,5,3,2,4,4,3
D86B-2E5E,Female,27,Some Travel,Sales,25,3,Technical Degree,Sales Executive,91202,Yes,15-02-2015,No,7,5,7,2,08-03-2019,5,5,3,1,1,3,5,5
7CFC-C4DA,Male,21,Some Travel,Technology,44,2,Other,Data Scientist,32676,Yes,20-04-2022,Yes,0,0,0,0,15-04-2014,5,3,4,2,1,5,3,3
4B6E-3C21,Female,32,Some Travel,Sales,29,4,Economics,Sales Executive,68043,No,25-09-2013,Yes,8,0,1,6,09-03-2019,4,2,4,1,1,5,4,3
40A9-8EB0,Female,39,Some Travel,Technology,31,3,Information Systems,Software Engineer,90017,Yes,07-02-2012,No,10,7,7,3,09-03-2019,5,2,4,2,1,4,4,3
0C23-26DD,Female,35,Some Travel,Sales,23,3,Economics,Sales Representative,81389,No,11-03-2013,No,9,3,7,5,09-03-2019,3,5,4,2,0,3,5,5
B005-602F,Female,19,Some Travel,Technology,11,4,Computer Science,Software Engineer,27760,Yes,06-11-2022,Yes,0,0,0,0,10-03-2019,4,2,4,1,1,2,4,3
4A0E-9958,Male,26,Some Travel,Technology,6,4,Information Systems,Machine Learning Engineer,89771,Yes,04-10-2016,Yes,1,0,0,0,11-03-2019,4,4,3,2,1,2,4,3
CFE3-312D,Male,21,Frequent Traveller,Sales,36,4,Other,Sales Executive,46452,Yes,08-11-2020,Yes,1,1,1,0,11-03-2019,3,2,4,1,0,4,5,5
A590-DF69,Female,28,Some Travel,Technology,24,3,Computer Science,Software Engineer,71553,No,30-12-2015,No,7,6,6,0,12-03-2019,5,5,4,1,3,2,4,3
68FB-06A7,Female,43,Frequent Traveller,Sales,1,3,Marketing,Sales Executive,180996,No,10-04-2012,No,10,8,10,9,13-03-2019,4,2,4,3,0,3,4,4
2551-DD9B,Female,33,Some Travel,Technology,40,4,Computer Science,Senior Software Engineer,181244,No,15-01-2014,No,8,4,8,8,13-03-2019,5,2,4,3,3,4,5,4
56A5-271B,Non-Binary,33,Some Travel,Technology,15,4,Other,Senior Software Engineer,108095,Yes,10-10-2013,No,9,8,9,9,13-03-2019,4,5,4,3,1,2,3,3
7A98-768E,Female,18,Some Travel,Sales,20,3,Technical Degree,Sales Executive,58523,No,25-01-2022,Yes,0,0,0,0,17-04-2014,3,4,4,2,2,3,5,4
B3FE-D332,Female,30,Some Travel,Technology,42,5,Computer Science,Software Engineer,93181,No,15-03-2013,No,9,8,9,4,13-03-2019,5,5,3,2,0,2,4,3
4F28-CFAF,Female,25,Some Travel,Sales,11,3,Marketing,Sales Executive,53930,Yes,13-09-2018,Yes,3,2,3,1,14-03-2019,5,4,3,3,1,3,3,2
7C80-94E0,Female,33,Some Travel,Technology,36,3,Computer Science,Machine Learning Engineer,88726,No,01-01-2013,No,9,8,8,6,14-03-2019,4,4,2,2,1,4,4,4
8233-2483,Female,35,Some Travel,Human Resources,7,3,Marketing ,Recruiter,47995,Yes,12-03-2012,No,10,5,6,3,14-03-2019,3,4,5,1,3,2,5,5
5F4E-EE5A,Prefer Not To Say,28,No Travel ,Technology,45,4,Information Systems,Machine Learning Engineer,87762,No,02-10-2015,No,7,2,7,2,14-03-2019,3,3,4,1,0,5,4,4
3C31-30CB,Female,24,Some Travel,Technology,3,3,Business Studies,Software Engineer,41664,No,08-06-2016,No,6,3,4,2,14-03-2019,5,5,5,1,1,5,3,3
A7BB-F5A7,Female,37,Some Travel,Sales,17,4,Economics,Manager,476151,No,08-12-2014,No,8,3,4,8,15-03-2019,3,4,4,2,2,4,3,2
D383-714B,Male,26,Frequent Traveller,Technology,12,3,Other,Data Scientist,29449,No,22-04-2017,No,5,1,3,1,15-03-2019,5,4,4,3,1,3,5,4
4500-37EB,Male,30,Frequent Traveller,Sales,40,2,Marketing,Sales Representative,44632,No,26-03-2013,Yes,1,0,0,0,16-03-2019,4,5,2,2,1,5,5,4
528C-3E0D,Male,30,Some Travel,Technology,4,1,Information Systems,Data Scientist,42045,Yes,15-10-2013,Yes,6,0,3,3,16-03-2019,3,4,4,3,1,3,5,5
C3C0-349E,Male,45,Some Travel,Sales,22,4,Marketing ,Sales Executive,270302,No,13-05-2022,Yes,0,0,0,0,17-04-2014,5,3,2,1,1,5,4,3
D077-169C,Male,46,Some Travel,Sales,20,2,Technical Degree,Sales Executive,150731,No,06-03-2012,No,10,8,9,3,17-03-2019,4,3,5,3,1,2,5,4
B44E-8AEE,Female,28,Some Travel,Sales,7,5,Marketing,Sales Executive,181164,No,01-11-2015,No,7,5,6,1,17-03-2019,4,2,4,1,1,2,3,2
9727-BC84,Male,31,Some Travel,Sales,15,3,Marketing,Sales Executive,187930,No,07-04-2012,Yes,3,2,2,0,18-03-2019,3,5,2,1,0,5,5,4
DA8E-9496,Male,27,Some Travel,Technology,22,2,Computer Science,Data Scientist,56449,Yes,04-10-2016,Yes,3,1,1,2,18-03-2019,3,3,3,3,1,3,4,3
DEC5-9319,Male,23,Some Travel,Technology,5,3,Information Systems,Software Engineer,63709,No,14-04-2017,Yes,1,0,0,0,18-03-2019,4,3,2,3,0,2,5,4
88B8-EB84,Female,34,Some Travel,Technology,41,2,Information Systems,Engineering Manager,357371,No,24-03-2012,No,10,9,9,3,19-03-2019,5,3,5,1,2,4,4,4
